"Date_Sampled","Sample_No","Subsite_Code","Zone","Result","Units"
2019-01-31,5924105,"090A02","Laanecoorie",0.2,"NTU"
2019-02-27,5943734,"090D07","Bealiba",0.2,"NTU"
2019-02-27,5943733,"090C02","Tarnagulla",0.3,"NTU"
2019-05-22,6075891,"090D03","Bealiba",0.1,"NTU"
2017-01-05,5018668,"090B04","Dunolly",0.2,"NTU"
2017-03-08,5092955,"090D07","Bealiba",0.2,"NTU"
2017-03-08,5092953,"090B04","Dunolly",0.2,"NTU"
2017-08-02,5280814,"090D08","Bealiba",0.05,"NTU"
2017-08-02,5280812,"090A05","Laanecoorie",0.2,"NTU"
2017-03-16,5093215,"090A01","Laanecoorie",0.2,"NTU"
2017-03-22,5093463,"090D03","Bealiba",0.2,"NTU"
2017-04-20,5132391,"090D07","Bealiba",0.2,"NTU"
2017-04-20,5132388,"090A02","Laanecoorie",0.2,"NTU"
2017-05-24,5174346,"090D02","Bealiba",0.1,"NTU"
2017-05-03,5172052,"090D02","Bealiba",0.1,"NTU"
2017-07-26,5252475,"090C04","Tarnagulla",0.1,"NTU"
2017-07-26,5295588,"090B07","Dunolly",0.2,"NTU"
2017-07-26,5295593,"090D02","Bealiba",0.1,"NTU"
2017-07-26,5295587,"090A02","Laanecoorie",0.2,"NTU"
2017-09-27,5282852,"090B07","Dunolly",0.1,"NTU"
2017-09-27,5282851,"090A03","Laanecoorie",0.2,"NTU"
2017-09-27,5282853,"090C03","Tarnagulla",0.2,"NTU"
2017-08-16,5281311,"090B02","Dunolly",0.2,"NTU"
2017-10-04,5343572,"090D02","Bealiba",0.1,"NTU"
2017-10-04,5343570,"090B03","Dunolly",0.1,"NTU"
2017-11-28,5386381,"090A04","Laanecoorie",0.2,"NTU"
2018-01-10,5457389,"090A03","Laanecoorie",0.2,"NTU"
2018-02-21,5555675,"090D07","Bealiba",0.1,"NTU"
2017-12-13,5386986,"090B09","Dunolly",0.2,"NTU"
2017-12-13,5386987,"090C03","Tarnagulla",0.2,"NTU"
2018-02-21,5460260,"090A04","Laanecoorie",0.1,"NTU"
2017-12-13,5386988,"090D07","Bealiba",0.2,"NTU"
2018-01-24,5457893,"090B05","Dunolly",0.1,"NTU"
2018-05-09,5581175,"090D02","Bealiba",0.05,"NTU"
2018-02-28,5559952,"090A02","Laanecoorie",0.2,"NTU"
2018-04-18,5580518,"090A01","Laanecoorie",0.3,"NTU"
2018-03-15,5577885,"090A01","Laanecoorie",0.3,"NTU"
2018-08-08,5734712,"090D08","Bealiba",0.3,"NTU"
2018-08-08,5734710,"090B07","Dunolly",0.3,"NTU"
2018-04-11,5610391,"090A05","Laanecoorie",0.2,"NTU"
2018-04-11,5580263,"090D03","Bealiba",0.05,"NTU"
2018-04-11,5610392,"090B03","Dunolly",0.05,"NTU"
2018-09-19,5766482,"090D01","Bealiba",0.2,"NTU"
2018-09-19,5766479,"090A01","Laanecoorie",0.3,"NTU"
2018-05-30,5581793,"090A03","Laanecoorie",0.1,"NTU"
2018-05-30,5581796,"090D08","Bealiba",0.1,"NTU"
2018-05-30,5581794,"090B05","Dunolly",0.05,"NTU"
2018-09-26,5766710,"090B01","Dunolly",0.1,"NTU"
2018-09-26,5766712,"090D07","Bealiba",0.2,"NTU"
2018-09-26,5766709,"090A04","Laanecoorie",0.2,"NTU"
2018-07-11,5690571,"090A05","Laanecoorie",0.3,"NTU"
2018-09-26,5766711,"090C02","Tarnagulla",0.2,"NTU"
2019-01-03,5923084,"090D08","Bealiba",0.05,"NTU"
2018-12-19,5889871,"090C02","Tarnagulla",0.1,"NTU"
2018-12-19,5889870,"090B03","Dunolly",0.1,"NTU"
2018-11-07,5847265,"090B08","Dunolly",0.1,"NTU"
2019-01-03,5923066,"090C01","Tarnagulla",0.1,"NTU"
2018-12-05,5889173,"090A01","Laanecoorie",0.6,"NTU"
2018-12-05,5889176,"090D01","Bealiba",0.3,"NTU"
2018-02-07,5459744,"090B03","Dunolly",0.2,"NTU"
2018-02-07,5459743,"090A01","Laanecoorie",0.3,"NTU"
2018-12-05,5889174,"090B05","Dunolly",0.1,"NTU"
2018-11-14,5847626,"090D01","Bealiba",0.3,"NTU"
2018-02-14,5460009,"090D01","Bealiba",0.1,"NTU"
2018-02-14,5460006,"090A03","Laanecoorie",0.2,"NTU"
2018-02-14,5460007,"090B09","Dunolly",0.2,"NTU"
2018-11-14,5847625,"090C03","Tarnagulla",0.2,"NTU"
2018-11-28,5848193,"090D08","Bealiba",0.1,"NTU"
2018-11-28,5848191,"090B01","Dunolly",0.1,"NTU"
2019-05-15,6075626,"090D02","Bealiba",0.1,"NTU"
2019-05-15,6075623,"090A02","Laanecoorie",0.2,"NTU"
2019-04-03,6025825,"090B01","Dunolly",0.2,"NTU"
2019-04-03,6025827,"090D07","Bealiba",0.2,"NTU"
2019-04-03,6025814,"090A03","Laanecoorie",0.2,"NTU"
2019-05-01,6075207,"090B09","Dunolly",0.05,"NTU"
2019-01-16,5923624,"090B06","Dunolly",0.2,"NTU"
2019-05-01,6075209,"090D03","Bealiba",0.2,"NTU"
2018-03-21,5480816,"090B01","Dunolly",0.05,"NTU"
2018-03-21,5585094,"090C04","Tarnagulla",0.05,"NTU"
2018-12-27,5890125,"090D03","Bealiba",0.1,"NTU"
2018-12-27,5890124,"090C03","Tarnagulla",0.1,"NTU"
2018-12-27,5890123,"090B09","Dunolly",0.05,"NTU"
2019-05-01,6075208,"090C04","Tarnagulla",0.05,"NTU"
2018-11-14,5847624,"090B06","Dunolly",0.2,"NTU"
2019-01-16,5923625,"090C04","Tarnagulla",0.4,"NTU"
2017-01-05,5018667,"090A04","Laanecoorie",0.2,"NTU"
2017-01-05,5018669,"090C02","Tarnagulla",0.3,"NTU"
2018-01-17,5457639,"090B01","Dunolly",0.1,"NTU"
2018-01-17,5457641,"090D07","Bealiba",0.2,"NTU"
2018-01-17,5457638,"090A04","Laanecoorie",0.2,"NTU"
2018-01-17,5457640,"090C04","Tarnagulla",0.2,"NTU"
2017-05-17,5174336,"090B01","Dunolly",0.2,"NTU"
2017-05-17,5173164,"090C03","Tarnagulla",0.2,"NTU"
2017-02-15,5040035,"090B07","Dunolly",0.2,"NTU"
2017-02-15,5040034,"090A01","Laanecoorie",0.2,"NTU"
2019-02-13,5943156,"090B07","Dunolly",0.1,"NTU"
2019-05-22,6075890,"090C04","Tarnagulla",0.1,"NTU"
2019-05-22,6075889,"090B06","Dunolly",0.05,"NTU"
2019-04-26,6027092,"090C03","Tarnagulla",0.3,"NTU"
2019-04-26,6027091,"090B03","Dunolly",0.1,"NTU"
2017-01-25,5019617,"090B08","Dunolly",0.2,"NTU"
2017-08-23,5281534,"090A03","Laanecoorie",0.2,"NTU"
2018-04-11,5580262,"090C03","Tarnagulla",0.1,"NTU"
2017-05-10,5172915,"090A02","Laanecoorie",0.2,"NTU"
2017-05-10,5172918,"090D03","Bealiba",0.3,"NTU"
2017-01-05,5018670,"090D07","Bealiba",0.2,"NTU"
2017-05-10,5172917,"090C04","Tarnagulla",0.4,"NTU"
2017-03-22,5093461,"090B03","Dunolly",0.2,"NTU"
2017-03-22,5093462,"090C03","Tarnagulla",0.2,"NTU"
2017-03-22,5093460,"090A02","Laanecoorie",0.1,"NTU"
2017-05-24,5174345,"090C01","Tarnagulla",0.2,"NTU"
2017-09-06,5281959,"090A05","Laanecoorie",0.1,"NTU"
2017-10-25,5344514,"090B06","Dunolly",0.1,"NTU"
2017-10-25,5344515,"090C03","Tarnagulla",0.2,"NTU"
2017-09-13,5282307,"090D08","Bealiba",0.05,"NTU"
2017-09-13,5282306,"090C03","Tarnagulla",0.2,"NTU"
2017-10-25,5344513,"090A04","Laanecoorie",0.2,"NTU"
2017-09-13,5282297,"090A01","Laanecoorie",0.3,"NTU"
2018-07-25,5691150,"090A02","Laanecoorie",0.1,"NTU"
2018-07-25,5691153,"090D02","Bealiba",0.1,"NTU"
2018-07-25,5691151,"090B01","Dunolly",0.2,"NTU"
2018-05-09,5581171,"090C01","Tarnagulla",0.2,"NTU"
2018-08-01,5734509,"090C01","Tarnagulla",0.2,"NTU"
2018-03-09,5460724,"090B08","Dunolly",0.05,"NTU"
2018-08-01,5734507,"090A05","Laanecoorie",0.5,"NTU"
2018-08-01,5734508,"090B05","Dunolly",0.1,"NTU"
2018-07-18,5690791,"090B04","Dunolly",0.1,"NTU"
2018-07-18,5690792,"090C03","Tarnagulla",0.1,"NTU"
2018-07-18,5690790,"090A04","Laanecoorie",0.1,"NTU"
2018-07-18,5690861,"090D07","Bealiba",0.2,"NTU"
2018-09-12,5766193,"090C01","Tarnagulla",0.3,"NTU"
2018-09-12,5766191,"090A03","Laanecoorie",0.2,"NTU"
2018-09-12,5766192,"090B06","Dunolly",0.2,"NTU"
2018-12-12,5889489,"090A04","Laanecoorie",0.2,"NTU"
2018-12-12,5889507,"090D02","Bealiba",0.2,"NTU"
2017-12-27,5387581,"090D03","Bealiba",0.05,"NTU"
2017-12-27,5387579,"090C02","Tarnagulla",0.1,"NTU"
2017-12-27,5387578,"090B06","Dunolly",0.1,"NTU"
2018-06-27,5605791,"090A01","Laanecoorie",0.2,"NTU"
2018-06-27,5605793,"090C04","Tarnagulla",0.1,"NTU"
2018-06-27,5605792,"090B02","Dunolly",0.2,"NTU"
2018-09-12,5766194,"090D08","Bealiba",0.2,"NTU"
2018-07-11,5690572,"090B06","Dunolly",0.2,"NTU"
2017-06-28,5264389,"090D02","Bealiba",0.05,"NTU"
2017-01-11,5019030,"090D03","Bealiba",0.2,"NTU"
2017-01-11,5019028,"090B05","Dunolly",0.2,"NTU"
2017-01-11,5019029,"090C01","Tarnagulla",0.2,"NTU"
2017-01-11,5019027,"090A03","Laanecoorie",0.2,"NTU"
2017-01-18,5019353,"090B03","Dunolly",0.2,"NTU"
2019-03-20,5987955,"090A01","Laanecoorie",0.3,"NTU"
2017-01-18,5019352,"090A01","Laanecoorie",0.3,"NTU"
2019-02-20,5943474,"090D02","Bealiba",0.2,"NTU"
2019-01-31,5924108,"090D03","Bealiba",0.1,"NTU"
2019-01-31,5924106,"090B01","Dunolly",0.1,"NTU"
2019-02-20,5943472,"090B03","Dunolly",0.3,"NTU"
2019-02-20,5943473,"090C01","Tarnagulla",0.2,"NTU"
2017-02-15,5040037,"090D02","Bealiba",0.1,"NTU"
2019-03-14,5987650,"090D08","Bealiba",0.1,"NTU"
2019-04-26,6027090,"090A03","Laanecoorie",0.1,"NTU"
2017-02-08,5039731,"090D02","Bealiba",0.1,"NTU"
2019-02-13,5943155,"090A01","Laanecoorie",0.7,"NTU"
2019-03-14,5987649,"090C02","Tarnagulla",0.1,"NTU"
2019-04-17,6026661,"090A05","Laanecoorie",0.3,"NTU"
2019-04-17,6026663,"090C01","Tarnagulla",0.1,"NTU"
2019-04-10,6026268,"090B05","Dunolly",0.1,"NTU"
2019-02-06,5942653,"090C04","Tarnagulla",0.2,"NTU"
2017-07-19,5286970,"090C03","Tarnagulla",0.1,"NTU"
2017-07-19,5252276,"090B05","Dunolly",0.2,"NTU"
2017-07-19,5286972,"090D07","Bealiba",0.4,"NTU"
2019-05-08,6075372,"090B02","Dunolly",0.05,"NTU"
2019-02-27,5943731,"090A05","Laanecoorie",0.2,"NTU"
2019-04-17,6026673,"090D08","Bealiba",0.2,"NTU"
2019-02-13,5943157,"090C03","Tarnagulla",0.2,"NTU"
2019-03-06,5987351,"090C04","Tarnagulla",0.2,"NTU"
2017-06-15,5198715,"090A02","Laanecoorie",0.2,"NTU"
2019-05-22,6075888,"090A05","Laanecoorie",0.1,"NTU"
2017-08-23,5281543,"090C02","Tarnagulla",0.2,"NTU"
2017-08-09,5281048,"090D01","Bealiba",0.2,"NTU"
2017-05-10,5172916,"090B04","Dunolly",0.2,"NTU"
2017-05-24,5173380,"090B05","Dunolly",0.2,"NTU"
2017-05-24,5173379,"090A03","Laanecoorie",0.2,"NTU"
2017-04-12,5132080,"090D02","Bealiba",0.1,"NTU"
2017-03-16,5093230,"090D01","Bealiba",0.1,"NTU"
2017-07-05,5251735,"090B04","Dunolly",0.2,"NTU"
2017-07-05,5251734,"090A02","Laanecoorie",0.1,"NTU"
2017-07-05,5251736,"090D01","Bealiba",0.05,"NTU"
2017-07-05,5270440,"090C01","Tarnagulla",0.2,"NTU"
2017-07-13,5253683,"090D03","Bealiba",0.05,"NTU"
2017-04-27,5132719,"090C03","Tarnagulla",0.2,"NTU"
2017-04-27,5132717,"090A04","Laanecoorie",0.1,"NTU"
2017-03-29,5093701,"090A04","Laanecoorie",0.2,"NTU"
2017-09-06,5281962,"090D03","Bealiba",0.05,"NTU"
2017-10-25,5344524,"090D01","Bealiba",0.05,"NTU"
2017-09-27,5282854,"090D07","Bealiba",0.2,"NTU"
2017-11-08,5385531,"090D02","Bealiba",0.2,"NTU"
2017-09-13,5282298,"090B01","Dunolly",0.1,"NTU"
2017-12-06,5386687,"090B03","Dunolly",0.2,"NTU"
2018-04-18,5580530,"090D07","Bealiba",0.1,"NTU"
2018-04-18,5580529,"090C04","Tarnagulla",0.1,"NTU"
2018-02-28,5559953,"090B06","Dunolly",0.05,"NTU"
2018-02-28,5460502,"090C04","Tarnagulla",0.1,"NTU"
2018-02-28,5559954,"090D02","Bealiba",0.1,"NTU"
2017-12-13,5386976,"090A02","Laanecoorie",0.2,"NTU"
2018-02-21,5555665,"090C01","Tarnagulla",0.4,"NTU"
2018-05-02,5580964,"090D01","Bealiba",0.05,"NTU"
2018-05-02,5580963,"090C02","Tarnagulla",0.2,"NTU"
2018-03-09,5569722,"090C03","Tarnagulla",0.1,"NTU"
2018-03-15,5472305,"090C01","Tarnagulla",0.05,"NTU"
2018-03-28,5596590,"090D01","Bealiba",0.05,"NTU"
2019-01-23,5923878,"090C01","Tarnagulla",0.3,"NTU"
2018-08-01,5734517,"090D03","Bealiba",0.3,"NTU"
2018-01-31,5459481,"090D03","Bealiba",0.1,"NTU"
2018-06-20,5589252,"090C01","Tarnagulla",0.2,"NTU"
2018-11-01,5799127,"090A01","Laanecoorie",0.3,"NTU"
2018-10-10,5798276,"090D03","Bealiba",0.1,"NTU"
2018-10-10,5798263,"090A05","Laanecoorie",0.4,"NTU"
2018-10-10,5798264,"090B07","Dunolly",0.1,"NTU"
2018-10-10,5798275,"090C04","Tarnagulla",0.1,"NTU"
2018-12-19,5889869,"090A05","Laanecoorie",0.1,"NTU"
2019-01-03,5923064,"090A03","Laanecoorie",0.1,"NTU"
2018-01-31,5459470,"090C01","Tarnagulla",0.2,"NTU"
2018-01-31,5459468,"090A05","Laanecoorie",0.3,"NTU"
2018-02-07,5459746,"090D08","Bealiba",0.1,"NTU"
2018-11-21,5847944,"090B04","Dunolly",0.2,"NTU"
2018-08-22,5735205,"090A04","Laanecoorie",0.2,"NTU"
